,title,vote_average
2761,Serial Mom,6.4
2762,Dick,5.7
2763,Light It Up,6.6
2764,54,5.5
2765,Bubble Boy,5.1
2766,Birthday Girl,6.1
2767,21 & Over,5.7
2768,"Paris, je t'aime",6.8
2769,Resurrecting the Champ,5.9
2770,Admission,5.4
2771,The Widow of Saint-Pierre,6.7
2772,Chloe,5.9
2773,Faithful,4.8
2774,Find Me Guilty,6.5
2775,The Perks of Being a Wallflower,7.7
2776,Excessive Force,4.5
2777,Infamous,6.4
2778,The Claim,5.6
2779,The Vatican Tapes,4.6
2780,Attack the Block,6.3
2781,In the Land of Blood and Honey,5.8
2782,The Call,6.6
2783,Operation Chromite,5.8
2784,The Crocodile Hunter: Collision Course,5.3
2785,I Love You Phillip Morris,6.4
2786,Quest for Fire,7.1
2787,Antwone Fisher,6.7
2788,The Emperor's Club,6.9
2789,True Romance,7.5
2790,Womb,5.9
2791,Glengarry Glen Ross,7.5
2792,The Killer Inside Me,6.0
2793,Cat People,6.0
2794,Sorority Row,5.4
2795,The Prisoner of Zenda,8.4
2796,Lars and the Real Girl,7.1
2797,The Boy in the Striped Pyjamas,7.7
2798,Dancer in the Dark,7.6
2799,Oscar and Lucinda,6.2
2800,The Funeral,7.3
2801,Solitary Man,5.8
2802,Machete,6.3
2803,Casino Jack,6.0
2804,The Land Before Time,7.0
2805,Tae Guk Gi: The Brotherhood of War,7.4
2806,The Perfect Game,6.3
2807,The Exorcist,7.5
2808,Jaws,7.5
2809,American Pie,6.4
2810,Ernest & Celestine,7.6
2811,The Golden Child,5.6
2812,Think Like a Man,6.9
2813,Barbershop,6.2
2814,Star Trek II: The Wrath of Khan,7.3
2815,Ace Ventura: Pet Detective,6.4
2816,WarGames,7.0
2817,Witness,7.0
2818,Act of Valor,6.3
2819,Step Up,6.7
2820,Beavis and Butt-Head Do America,6.5
2821,Jackie Brown,7.3
2822,Harold & Kumar Escape from Guantanamo Bay,6.2
2823,Chronicle,6.6
2824,Yentl,6.2
2825,Time Bandits,6.6
2826,Crossroads,4.7
2827,Project X,6.5
2828,Patton,7.3
2829,One Hour Photo,6.6
2830,Quarantine,5.5
2831,The Eye,5.5
2832,Johnson Family Vacation,4.7
2833,How High,6.3
2834,The Muppet Christmas Carol,7.2
2835,Frida,7.3
2836,Katy Perry: Part of Me,6.5
2837,The Fault in Our Stars,7.6
2838,Rounders,6.9
2839,Top Five,6.3
2840,Prophecy,5.4
2841,Stir of Echoes,6.5
2842,Philomena,7.4
2843,The Upside of Anger,6.4
2844,The Boys from Brazil,6.6
2845,Aquamarine,5.8
2846,Paper Towns,6.1
2847,My Baby's Daddy,4.3
2848,Nebraska,7.4
2849,Tales from the Crypt: Demon Knight,6.7
2850,Max Keeble's Big Move,5.4
2851,Young Adult,5.6
2852,Crank,6.6
2853,Def Jam's How to Be a Player,5.3
2854,Living Out Loud,5.3
2855,Just Wright,6.1
2856,Rachel Getting Married,6.1
2857,The Postman Always Rings Twice,6.4
2858,Girl with a Pearl Earring,6.4
2859,Das Boot,7.9
2860,Sorority Boys,4.6
2861,About Time,7.8
2862,House of Flying Daggers,7.1
2863,Arbitrage,6.1
2864,Project Almanac,6.4
2865,Cadillac Records,6.9
2866,Screwed,4.9
2867,Fortress,5.7
2868,For Your Consideration,5.9
2869,Celebrity,6.0
2870,Running with Scissors,5.8
2871,From Justin to Kelly,3.0
2872,Girl 6,5.7
2873,In the Cut,4.6
2874,Two Lovers,6.6
2875,Last Orders,6.0
2876,The Pursuit of D.B. Cooper,6.8
2877,Ravenous,6.9
2878,Charlie Bartlett,6.5
2879,The Great Beauty,7.3
2880,The Dangerous Lives of Altar Boys,6.4
2881,Stoker,6.5
2882,2046,6.9
2883,Married Life,6.1
2884,Duma,6.9
2885,Ondine,6.5
2886,Brother,6.8
2887,Welcome to Collinwood,6.2
2888,Critical Care,6.1
2889,The Life Before Her Eyes,6.1
2890,Darling Companion,5.3
2891,Trade,6.8
2892,Fateless,6.5
2893,Breakfast of Champions,5.2
2894,"A Woman, a Gun and a Noodle Shop",4.8
2895,Cypher,6.7
2896,City of Life and Death,7.6
2897,Legend of a Rabbit,3.0
2898,Space Battleship Yamato,6.3
2899,5 Days of War,5.8
2900,Triangle,6.9
2901,10 Days in a Madhouse,4.3
2902,Heaven is for Real,6.0
2903,Snatch,7.7
2904,Dancin' It's On,4.3
2905,Pet Sematary,6.4
2906,Madadayo,7.5
2907,The Cry of the Owl,5.5
2908,A Tale of Three Cities,6.3
2909,Gremlins,6.9
2910,Star Wars,8.1
2911,Dirty Grandpa,5.7
2912,Doctor Zhivago,7.4
2913,Trash,7.1
2914,High School Musical 3: Senior Year,6.2
2915,The Fighter,7.2
2916,Jackass Number Two,6.4
2917,My Cousin Vinny,7.3
2918,If I Stay,7.3
2919,Drive Hard,3.9
2920,Major League,6.6
2921,St. Trinian's,5.6
2922,Phone Booth,6.7
2923,A Walk to Remember,7.5
2924,Dead Man Walking,7.3
2925,Cruel Intentions,6.6
2926,Saw VI,6.0
2927,History of the World: Part I,6.5
2928,The Secret Life of Bees,7.4
2929,Corky Romano,4.1
2930,Raising Cain,5.9
2931,F.I.S.T.,6.4
2932,Invaders from Mars,5.5
2933,Brooklyn,7.2
2934,Barry Lyndon,7.7
2935,Out Cold,5.8
2936,The Ladies Man,5.7
2937,Quartet,6.3
2938,Tomcats,4.9
2939,Frailty,7.0
2940,Woman in Gold,7.3
2941,Kinsey,6.6
2942,Army of Darkness,7.3
2943,Slackers,5.4
2944,What's Eating Gilbert Grape,7.5
2945,The Visual Bible: The Gospel of John,8.2
2946,Vera Drake,6.8
2947,The Guru,5.1
2948,The Perez Family,6.6
2949,Inside Llewyn Davis,7.2
2950,O,5.8
2951,Return to the Blue Lagoon,5.1
2952,The Molly Maguires,5.9
2953,Romance & Cigarettes,6.0
2954,Copying Beethoven,6.2
2955,Brighton Rock,5.6
2956,Saw V,5.9
2957,Machine Gun McCain,7.3
2958,LOL,5.9
2959,Jindabyne,5.7
2960,Kabhi Alvida Naa Kehna,6.1
2961,An Ideal Husband,6.3
2962,The Last Days on Mars,5.2
2963,Darkness,5.6
2964,2001: A Space Odyssey,7.9
2965,E.T. the Extra-Terrestrial,7.3
2966,In the Land of Women,5.8
2967,The Blue Butterfly,6.8
2968,There Goes My Baby,8.5
2969,Housefull,5.2
2970,September Dawn,5.0
2971,For Greater Glory - The True Story of Cristiada,6.4
2972,The Bélier Family,7.0
2973,Good Will Hunting,7.9
2974,Misconduct,5.3
2975,Saw III,6.1
2976,Stripes,6.5
2977,Bring It On,5.8
2978,The Purge: Election Year,6.1
2979,She's All That,5.7
2980,Saw IV,5.9
2981,White Noise,5.6
2982,Madea's Family Reunion,6.0
2983,The Color of Money,6.7
2984,The Longest Day,7.2
2985,The Mighty Ducks,6.4
2986,The Grudge,5.8
2987,Happy Gilmore,6.5
2988,Jeepers Creepers,6.1
2989,Bill & Ted's Excellent Adventure,6.7
2990,Oliver!,7.0
2991,The Best Exotic Marigold Hotel,6.9
2992,Recess: School's Out,6.6
2993,Mad Max Beyond Thunderdome,5.9
2994,Commando,6.4
2995,The Boy,5.8
2996,Devil,5.8
2997,Friday After Next,6.0
2998,Insidious: Chapter 3,6.2
2999,The Last Dragon,6.4
3000,The Lawnmower Man,5.4
3001,Nick and Norah's Infinite Playlist,6.4
3002,Dogma,6.8
3003,The Banger Sisters,5.5
3004,Twilight Zone: The Movie,6.2
3005,Road House,6.3
3006,A Low Down Dirty Shame,6.0
3007,Swimfan,5.0
3008,Employee of the Month,5.3
3009,Can't Hardly Wait,6.1
3010,The Outsiders,6.9
3011,Pete's Dragon,6.2
3012,The Dead Zone,6.9
3013,Sinister 2,5.4
3014,Sparkle,5.8
3015,Valentine,5.0
3016,The Fourth Kind,5.8
3017,A Prairie Home Companion,6.4
3018,Sugar Hill,5.2
3019,Invasion U.S.A.,5.3
3020,Roll Bounce,6.1
3021,Rushmore,7.5
3022,Skyline,4.7
3023,The Second Best Exotic Marigold Hotel,6.3
3024,Kit Kittredge: An American Girl,6.4
3025,The Perfect Man,5.5
3026,Mo' Better Blues,6.3
3027,Kung Pow: Enter the Fist,6.1
3028,Tremors,6.6
3029,Wrong Turn,6.0
3030,The Long Riders,6.6
3031,The Corruptor,6.0
3032,Mud,7.0
3033,Reno 911!: Miami,5.6
3034,One Direction: This Is Us,8.0
3035,"The Goods: Live Hard, Sell Hard",5.4
3036,Hey Arnold! The Movie,5.6
3037,My Week with Marilyn,6.6
3038,The Matador,6.2
3039,Love Jones,8.1
3040,The Gift,6.7
3041,End of the Spear,6.1
3042,Get Over It,5.5
3043,Office Space,7.4
3044,Drop Dead Gorgeous,6.4
3045,Big Eyes,6.8
3046,Very Bad Things,6.2
3047,Sleepover,5.3
3048,Body Double,6.4
3049,MacGruber,5.1
3050,Dirty Pretty Things,6.8
3051,Movie 43,4.4
3052,Over Her Dead Body,5.3
3053,Seeking a Friend for the End of the World,6.3
3054,Cedar Rapids,5.9
3055,American History X,8.2
3056,The Collection,5.9
3057,Teacher's Pet,5.5
3058,The Red Violin,7.3
3059,The Straight Story,7.7
3060,Deuces Wild,5.5
3061,Bad Words,6.4
3062,"Run, Fatboy, Run",6.2
3063,Heartbeeps,3.8
3064,Black or White,6.5
3065,On the Line,4.1
3066,Rescue Dawn,6.9
3067,Danny Collins,6.6
3068,"Jeff, Who Lives at Home",6.1
3069,I Am Love,6.9
3070,Atlas Shrugged Part II,5.4
3071,Romeo Is Bleeding,5.7
3072,The Limey,6.6
3073,Crash,7.2
3074,The House of Mirth,6.4
3075,Malone,6.8
3076,Peaceful Warrior,7.3
3077,Bucky Larson: Born to Be a Star,4.4
3078,Bamboozled,6.3
3079,The Forest,4.8
3080,Sphinx,6.0
3081,While We're Young,5.8
3082,A Better Life,7.0
3083,Spider,6.4
3084,Gun Shy,5.4
3085,Nicholas Nickleby,6.8
3086,The Iceman,6.4
3087,Krrish,5.5
3088,Cecil B. Demented,6.2
3089,Killer Joe,6.5
3090,The Joneses,6.1
3091,Owning Mahowny,6.8
3092,The Brothers Solomon,4.9
3093,My Blueberry Nights,6.0
3094,Illuminata,6.3
3095,Swept Away,4.8
3096,"War, Inc.",5.6
3097,Shaolin Soccer,6.6
3098,The Brown Bunny,5.5
3099,The Swindle,6.4
3100,Rosewater,6.5
3101,The Chambermaid on the Titanic,5.3
3102,Coriolanus,5.9
3103,Imaginary Heroes,6.3
3104,High Heels and Low Lifes,6.4
3105,World's Greatest Dad,6.5
3106,Severance,6.4
3107,Edmond,6.0
3108,Welcome to the Rileys,6.4
3109,Police Academy: Mission to Moscow,4.1
3110,Blood Done Sign My Name,6.0
3111,Cinco de Mayo: La Batalla,5.8
3112,Elsa & Fred,6.2
3113,"An Alan Smithee Film: Burn, Hollywood, Burn",3.0
3114,The Open Road,4.8
3115,The Good Guy,5.4
3116,Motherhood,4.7
3117,Free Style,5.8
3118,Strangerland,5.1
3119,Janky Promoters,7.0
3120,Blonde Ambition,3.9
3121,The Oxford Murders,5.7
3122,The Reef,5.4
3123,Eulogy,6.4
3124,White Noise 2: The Light,5.6
3125,Beat the World,4.3
3126,Fifty Dead Men Walking,6.1
3127,Jungle Shuffle,6.5
3128,Adam Resurrected,6.4
3129,Of Horses and Men,6.9
3130,It's a Wonderful Afterlife,4.3
3131,The Devil's Tomb,4.0
3132,Partition,6.4
3133,Good Intentions,5.0
3134,"The Good, The Bad, The Weird",7.1
3135,Nurse 3-D,4.9
3136,Gunless,6.7
3137,Adventureland,6.4
3138,The Lost City,6.0
3139,Next Friday,6.4
3140,American Heist,4.3
3141,You Only Live Twice,6.5
3142,Plastic,6.1
3143,Amour,7.5
3144,Poltergeist III,4.5
3145,Re-Kill,4.9
3146,"It's a Mad, Mad, Mad, Mad World",7.0
3147,Volver,7.3
3148,Heavy Metal,6.2
3149,Gentlemen Broncos,6.2
3150,Richard III,6.9
3151,Into the Grizzly Maze,5.1
3152,Kites,6.0
3153,Melancholia,7.0
3154,Red Dog,7.1
3155,Jab Tak Hai Jaan,7.3
3156,Alien,7.9
3157,The Texas Chain Saw Massacre,7.2
3158,The Runaways,6.3
3159,Fiddler on the Roof,7.4
3160,Thunderball,6.5
3161,Detention,5.7
3162,Loose Cannons,7.0
3163,Set It Off,6.9
3164,The Best Man,6.8
3165,Child's Play,6.3
3166,Sicko,7.3
3167,The Purge: Anarchy,6.6
3168,Down to You,4.9
3169,Harold & Kumar Go to White Castle,6.6
3170,The Contender,6.7
3171,Boiler Room,6.5
3172,Trading Places,7.1
3173,Black Christmas,4.8
3174,Breakin' All the Rules,5.8
3175,Henry V,7.4
3176,The Savages,6.8
3177,Chasing Papi,6.3
3178,The Way of the Gun,6.4
3179,Igby Goes Down,6.5
3180,PCU,6.0
3181,The Ultimate Gift,6.8
3182,The Ice Pirates,5.7
3183,Gracie,6.0
3184,Trust the Man,5.5
3185,Hamlet 2,6.1
3186,Velvet Goldmine,6.9
3187,The Wailing,7.2
3188,Glee: The Concert Movie,6.8
3189,The Legend of Suriyothai,5.1
3190,Two Evil Eyes,6.0
3191,Barbecue,5.8
3192,All or Nothing,7.0
3193,Princess Kaiulani,4.8
3194,Opal Dream,6.1
3195,Flame & Citron,6.8
3196,Undiscovered,4.5
3197,Red Riding: In the Year of Our Lord 1974,7.0
3198,The Girl on the Train,5.6
3199,Veronika Decides to Die,5.8
3200,Crocodile Dundee,6.3
3201,"Ultramarines: A Warhammer 40,000 Movie",5.2
3202,The I Inside,5.9
3203,Beneath Hill 60,7.3
3204,Polisse,7.9
3205,Awake,6.3
3206,Star Wars: Clone Wars: Volume 1,8.0
3207,Skin Trade,5.6
3208,The Lost Boys,6.8
3209,Crazy Heart,6.8
3210,The Rose,6.8
3211,Baggage Claim,5.6
3212,Barbarella,5.7
3213,Shipwrecked,6.1
3214,Election,6.7
3215,The Namesake,6.8
3216,The DUFF,6.8
3217,Glitter,3.4
3218,The Haunting in Connecticut 2: Ghosts of Georgia,5.6
3219,Silmido,6.6
3220,Bright Star,6.8
3221,My Name Is Khan,7.7
3222,All Is Lost,6.6
3223,Limbo,7.0
3224,Namastey London,6.6
3225,The Wind That Shakes the Barley,7.1
3226,Yeh Jawaani Hai Deewani,7.2
3227,Quo Vadis,7.0
3228,Repo! The Genetic Opera,6.7
3229,Valley of the Wolves: Iraq,4.3
3230,Pulp Fiction,8.3
3231,The Muppet Movie,7.0
3232,Nightcrawler,7.6
3233,Club Dread,5.1
3234,The Sound of Music,7.4
3235,Splash,6.1
3236,Little Miss Sunshine,7.5
3237,Stand by Me,7.8
3238,28 Days Later,7.1
3239,You Got Served,4.8
3240,Escape from Alcatraz,7.2
3241,Brown Sugar,7.0
3242,A Thin Line Between Love and Hate,5.7
3243,50/50,7.0
3244,Shutter,5.3
3245,That Awkward Moment,6.1
3246,Modern Problems,5.6
3247,Kicks,7.5
3248,Much Ado About Nothing,7.2
3249,On Her Majesty's Secret Service,6.5
3250,New Nightmare,6.4
3251,Drive Me Crazy,5.8
3252,Akeelah and the Bee,6.7
3253,Half Baked,6.4
3254,New in Town,5.2
3255,American Psycho,7.3
3256,The Good Girl,6.1
3257,Bon Cop Bad Cop,6.5
3258,The Boondock Saints II: All Saints Day,5.9
3259,The City of Your Final Destination,5.7
3260,Enough Said,6.6
3261,Easy A,6.7
3262,The Inkwell,3.9
3263,Shadow of the Vampire,6.6
3264,Prom,5.7
3265,The Pallbearer,4.6
3266,Held Up,4.9
3267,Woman on Top,5.5
3268,Howards End,6.9
3269,Anomalisa,7.0
3270,Another Year,7.0
3271,8 Women,6.9
3272,Showdown in Little Tokyo,5.7
3273,Clay Pigeons,6.3
3274,It's Kind of a Funny Story,6.9
3275,Made in Dagenham,6.6
3276,When Did You Last See Your Father?,6.9
3277,Prefontaine,6.7
3278,The Wicked Lady,4.3
3279,The Secret of Kells,7.3
3280,Begin Again,7.3
3281,Down in the Valley,5.9
3282,Brooklyn Rules,5.8
3283,Restless,4.9
3284,The Singing Detective,5.9
3285,The Land Girls,7.0
3286,Fido,6.6
3287,The Wendell Baker Story,5.2
3288,Wild Target,6.4
3289,Pathology,5.6
3290,Wuthering Heights,6.9
3291,10th & Wolf,6.3
3292,Dear Wendy,5.6
3293,Aloft,5.1
3294,Akira,7.8
3295,The Death and Life of Bobby Z,5.8
3296,The Rocket: The Legend of Rocket Richard,6.1
3297,Swelter,4.6
3298,My Lucky Star,4.3
3299,Imagine Me & You,7.0
3300,Mr. Church,7.0
3301,Swimming Pool,6.4
3302,Green Street Hooligans: Underground,5.4
3303,The Blood of Heroes,5.9
3304,Code of Honor,4.1
3305,Driving Miss Daisy,7.0
3306,Soul Food,6.6
3307,Rumble in the Bronx,6.5
3308,Far from Men,6.6
3309,Thank You for Smoking,7.1
3310,Hostel: Part II,5.6
3311,An Education,6.8
3312,Shopgirl,5.7
3313,The Hotel New Hampshire,5.8
3314,Narc,6.8
3315,Men with Brooms,4.5
3316,Witless Protection,4.0
3317,The Work and the Glory,6.1
3318,Extract,5.7
3319,Masked and Anonymous,5.2
3320,Betty Fisher and Other Stories,7.0
3321,Code 46,6.2
3322,Outside Bet,5.8
3323,Albert Nobbs,6.2
3324,Black November,6.4
3325,Ta Ra Rum Pum,6.0
3326,Persepolis,7.7
3327,The Hole,5.6
3328,The Wave,7.5
3329,The Neon Demon,6.4
3330,Harry Brown,6.7
3331,The Omega Code,4.4
3332,Juno,7.0
3333,Pound of Flesh,5.5
3334,Diamonds Are Forever,6.3
3335,The Godfather,8.4
3336,Flashdance,6.1
3337,(500) Days of Summer,7.2
3338,The Piano,7.1
3339,Magic Mike,6.1
3340,Darkness Falls,4.9
3341,Live and Let Die,6.4
3342,My Dog Skip,6.5
3343,"Definitely, Maybe",6.7
3344,Jumping the Broom,6.0
3345,"Good Night, and Good Luck.",6.8
3346,Capote,6.8
3347,Desperado,6.8
3348,Logan's Run,6.6
3349,The Man with the Golden Gun,6.3
3350,Action Jackson,4.9
3351,The Descent,6.8
3352,Michael Jordan to the Max,7.5
3353,Devil's Due,4.4
3354,Flirting with Disaster,6.3
3355,The Devil's Rejects,6.6
3356,Dope,7.2
3357,In Too Deep,6.2
3358,House of 1000 Corpses,6.0
3359,Alien Zone,4.0
3360,A Serious Man,6.6
3361,Get Low,6.5
3362,Warlock,5.8
3363,Beyond the Lights,7.0
3364,A Single Man,7.3
3365,The Last Temptation of Christ,7.0
3366,Outside Providence,5.6
3367,Bride & Prejudice,6.5
3368,Rabbit-Proof Fence,6.8
3369,Who's Your Caddy?,3.8
3370,Split Second,5.7
3371,The Other Side of Heaven,6.7
3372,Veer-Zaara,7.4
3373,Redbelt,6.4
3374,Cyrus,6.1
3375,A Dog Of Flanders,6.4
3376,Auto Focus,6.1
3377,Factory Girl,6.2
3378,We Need to Talk About Kevin,7.4
3379,The Christmas Candle,5.8
3380,The Mighty Macs,5.0
3381,Losin' It,4.5
3382,Mother and Child,6.7
3383,March or Die,6.2
3384,The Visitors,7.1
3385,Somewhere,6.0
3386,I Hope They Serve Beer in Hell,5.7
3387,Chairman of the Board,2.7
3388,Hesher,6.7
3389,Dom Hemingway,5.8
3390,Gerry,6.2
3391,The Heart of Me,7.7
3392,Freeheld,7.1
3393,The Extra Man,5.9
3394,Hard to Be a God,6.7
3395,Ca$h,6.0
3396,Wah-Wah,6.3
3397,The Boondock Saints,7.2
3398,Z Storm,5.8
3399,Twixt,5.0
3400,The Snow Queen,5.1
3401,Alpha and Omega: The Legend of the Saw Tooth Cave,6.5
3402,Pale Rider,7.0
3403,Stargate: The Ark of Truth,6.9
3404,Dazed and Confused,7.4
3405,High School Musical 2,6.1
3406,Two Lovers and a Bear,6.8
3407,Criminal Activities,5.8
3408,Aimee & Jaguar,6.3
3409,The Chumscrubber,6.7
3410,Shade,6.1
3411,House at the End of the Street,5.6
3412,Incendies,7.9
3413,"Remember Me, My Love",5.8
3414,Perrier’s Bounty,5.1
3415,Elite Squad,7.8
3416,Annabelle,5.6
3417,Bran Nue Dae,5.2
3418,Boyz n the Hood,7.4
3419,La Bamba,6.8
3420,The Four Seasons,6.3
3421,Dressed to Kill,6.8
3422,The Adventures of Huck Finn,6.2
3423,Go,7.0
3424,Friends with Money,5.1
3425,The Andromeda Strain,7.0
3426,Bats,4.1
3427,Nowhere in Africa,7.0
3428,Shame,7.0
3429,Layer Cake,7.0
3430,The Work and the Glory II: American Zion,8.0
3431,The East,6.5
3432,A Home at the End of the World,6.8
3433,Aberdeen,7.0
3434,The Messenger,7.1
3435,Tracker,6.0
3436,Control,7.5
3437,The Terminator,7.3
3438,"Good bye, Lenin!",7.4
3439,The Damned United,7.2
3440,The Return of the Living Dead,7.3
3441,Mallrats,6.8
3442,Grease,7.2
3443,Platoon,7.5
3444,Fahrenheit 9/11,6.8
3445,Butch Cassidy and the Sundance Kid,7.4
3446,Mary Poppins,7.4
3447,Ordinary People,7.4
3448,West Side Story,7.0
3449,Caddyshack,6.6
3450,The Brothers,6.5
3451,The Wood,7.1
3452,The Usual Suspects,8.1
3453,A Nightmare on Elm Street 5: The Dream Child,5.5
3454,National Lampoon’s Van Wilder,5.9
3455,The Wrestler,7.3
3456,Duel in the Sun,6.2
3457,Best in Show,6.7
3458,Escape from New York,6.9
3459,School Daze,6.2
3460,Daddy Day Camp,4.4
3461,Mr. Nice Guy,6.3
3462,A Mighty Wind,6.6
3463,Mystic Pizza,5.9
3464,Sliding Doors,6.5
3465,Tales from the Hood,5.4
3466,The Last King of Scotland,7.4
3467,Halloween 5: The Revenge of Michael Myers,5.2
3468,Bernie,6.5
3469,Dolphins and Whales: Tribes of the Ocean,8.0
3470,Pollock,6.6
3471,200 Cigarettes,6.1
3472,The Words,6.4
3473,Casa De Mi Padre,5.5
3474,City Island,6.9
3475,The Guard,6.8
3476,College,4.8
3477,The Virgin Suicides,7.1
3478,Little Voice,6.6
3479,Miss March,5.4
3480,Wish I Was Here,6.4
3481,Simply Irresistible,5.5
3482,Hedwig and the Angry Inch,7.4
3483,Only the Strong,6.9
3484,Goddess of Love,6.2
3485,Shattered Glass,6.6
3486,Novocaine,6.0
3487,The Business of Strangers,5.7
3488,The Wild Bunch,7.6
3489,The Wackness,6.2
3490,The First Great Train Robbery,6.6
3491,Morvern Callar,7.2
3492,Beastmaster 2: Through the Portal of Time,4.6
3493,The 5th Quarter,4.7
3494,The Flower of Evil,5.7
3495,The Greatest,6.2
3496,Snow Flower and the Secret Fan,5.3
3497,Come Early Morning,5.9
3498,Lucky Break,6.5
3499,Julia,6.3
3500,"Surfer, Dude",4.7
3501,Lake of Fire,8.0
3502,11:14,6.8
3503,Men of War,5.4
3504,Don McKay,5.4
3505,Deadfall,5.6
3506,A Shine of Rainbows,6.3
3507,The Hit List,5.2
3508,Emma,7.6
3509,Videodrome,7.1
3510,The Spanish Apartment,7.0
3511,Song One,5.5
3512,Winter in Wartime,6.8
3513,Freaky Deaky,4.9
3514,The Train,7.2
3515,Trade Of Innocents,5.5
3516,The Protector,6.8
3517,Stiff Upper Lips,10.0
3518,Bend It Like Beckham,6.2
3519,Sunshine State,6.0
3520,Crossover,4.2
3521,Khiladi 786,4.7
3522,[REC]²,6.4
3523,Standing Ovation,3.9
3524,The Sting,7.9
3525,Chariots of Fire,6.8
3526,Diary of a Mad Black Woman,6.4
3527,Shine,7.3
3528,Don Jon,5.9
3529,High Plains Drifter,7.4
3530,Ghost World,7.1
3531,Iris,6.2
3532,Galaxina,3.3
3533,The Chorus,7.5
3534,Mambo Italiano,5.6
3535,Wonderland,6.2
3536,Do the Right Thing,7.6
3537,Harvard Man,4.8
3538,Le Havre,6.8
3539,Irreversible,7.1
3540,R100,5.4
3541,Rang De Basanti,7.2
3542,Animals,6.2
3543,Salvation Boulevard,5.6
3544,The Ten,4.9
3545,A Room for Romeo Brass,7.3
3546,Headhunters,7.1
3547,Grabbers,6.0
3548,Saint Ralph,7.3
3549,Miss Julie,5.9
3550,Somewhere in Time,7.2
3551,Dum Maaro Dum,5.4
3552,Insidious: Chapter 2,6.5
3553,Saw II,6.3
3554,10 Cloverfield Lane,6.8
3555,Jackass: The Movie,6.1
3556,Lights Out,6.3
3557,Paranormal Activity 3,5.9
3558,Ouija,4.9
3559,A Nightmare on Elm Street 3: Dream Warriors,6.5
3560,Instructions Not Included,7.5
3561,Paranormal Activity 4,5.2
3562,The Robe,6.4
3563,The Return of the Pink Panther,6.7
3564,Freddy's Dead: The Final Nightmare,5.1
3565,Monster,7.0
3566,"20,000 Leagues Under the Sea",6.8
3567,Paranormal Activity: The Marked Ones,5.2
3568,The Elephant Man,7.9
3569,Dallas Buyers Club,7.9
3570,The Lazarus Effect,5.1
3571,Memento,8.1
3572,Oculus,6.3
3573,Clerks II,6.9
3574,Billy Elliot,7.4
3575,The Way Way Back,7.1
3576,House Party 2,4.7
3577,The Man from Snowy River,6.8
3578,Doug's 1st Movie,5.4
3579,The Apostle,6.1
3580,Mommie Dearest,6.5
3581,Our Idiot Brother,5.9
3582,Race,7.1
3583,The Players Club,6.4
3584,"As Above, So Below",6.1
3585,Addicted,5.4
3586,Eve's Bayou,6.1
3587,Still Alice,7.5
3588,The Egyptian,6.0
3589,Nighthawks,6.4
3590,Friday the 13th Part VIII: Jason Takes Manhattan,4.8
3591,My Big Fat Greek Wedding,6.2
3592,Spring Breakers,5.0
3593,Halloween: The Curse of Michael Myers,5.0
3594,Y Tu Mamá También,7.3
3595,Shaun of the Dead,7.5
3596,The Haunting of Molly Hartley,4.3
3597,Lone Star,6.9
3598,Halloween 4: The Return of Michael Myers,5.9
3599,April Fool's Day,5.8
3600,Diner,6.9
3601,Lone Wolf McQuade,5.5
3602,Apollo 18,5.0
3603,Sunshine Cleaning,6.5
3604,No Escape,6.7
3605,The Beastmaster,6.0
3606,Solomon and Sheba,5.4
3607,Fifty Shades of Black,4.3
3608,Not Easily Broken,6.3
3609,A Farewell to Arms,6.2
3610,The Perfect Match,5.2
3611,Digimon: The Movie,6.2
3612,Saved!,6.3
3613,The Barbarian Invasions,6.7
3614,Robin and Marian,6.6
3615,The Forsaken,4.9
3616,Force 10 from Navarone,6.4
3617,UHF,6.7
3618,Grandma's Boy,6.6
3619,Slums of Beverly Hills,6.5
3620,Once Upon a Time in the West,8.1
3621,Made,6.3
3622,Moon,7.6
3623,Keeping Up with the Steins,5.2
3624,Sea Rex 3D: Journey to a Prehistoric World,5.9
3625,The Sweet Hereafter,6.8
3626,Of Gods and Men,6.5
3627,Bottle Shock,6.6
3628,Jekyll and Hyde ... Together Again,4.6
3629,Heavenly Creatures,7.0
3630,90 Minutes in Heaven,5.4
3631,Everything Must Go,6.0
3632,Zero Effect,6.0
3633,The Machinist,7.3
3634,Light Sleeper,5.7
3635,Kill the Messenger,6.6
3636,Rabbit Hole,6.9
3637,Party Monster,5.9
3638,Green Room,6.7
3639,The Oh in Ohio,5.8
3640,Atlas Shrugged Part III: Who is John Galt?,3.9
3641,Bottle Rocket,6.8
3642,Albino Alligator,5.6
3643,"Gandhi, My Father",6.0
3644,Standard Operating Procedure,6.6
3645,Out of the Blue,6.5
3646,Tucker and Dale vs Evil,7.3
3647,"Lovely, Still",6.2
3648,Tycoon,6.6
3649,Desert Blue,5.5
3650,Decoys,4.7
3651,The Visit,6.0
3652,Redacted,6.2
3653,Fascination,3.8
3654,Area 51,4.2
3655,Sleep Tight,7.0
3656,The Cottage,6.3
3657,Dead Like Me: Life After Death,5.8
3658,Farce of the Penguins,3.2
3659,Flying By,7.0
3660,Rudderless,7.4
3661,Henry & Me,3.0
3662,Christmas Eve,6.1
3663,We Have Your Husband,5.0
3664,Dying of the Light,4.5
3665,Born Of War,4.1
3666,Capricorn One,6.4
3667,Should've Been Romeo,0.0
3668,Running Forever,0.0
3669,Yoga Hosers,4.7
